Import_ID,HS_Code,Product_Description,Country_of_Origin,Quantity_tonnes,Value_EUR,CO2_Embedded_tCO2,Transport_Mode,Customs_Regime,Sector,CBAM_Subject
250,2804.10,Hydrogen product (2804.10),South Africa,1091.67,806969.97,29.31,Rail,Temporary admission,Hydrogen,Yes
251,2523.29,Cement product (2523.29),South Africa,242.63,184614.95,6.54,Sea,Transit,Cement,Yes
252,7207.20,Steel product (7207.20),Brazil,676.46,162706.79,22.18,Road,Transit,Steel,Yes
253,2523.29,Cement product (2523.29),Turkey,1243.94,617926.83,45.14,Road,Transit,Cement,Yes
254,2716.00,Electricity product (2716.00),Russia,1579.31,392598.58,25.13,Road,Transit,Electricity,Yes
255,7208.39,Steel product (7208.39),South Africa,504.49,319627.25,3.11,Air,Temporary admission,Steel,Yes
256,2523.90,Cement product (2523.90),Ukraine,1144.08,738615.93,40.83,Road,Transit,Cement,Yes
257,2716.00,Electricity product (2716.00),India,690.74,472339.93,6.13,Sea,Inward processing,Electricity,Yes
258,7601.10,Aluminium product (7601.10),Russia,1694.44,394580.23,32.03,Rail,Free circulation,Aluminium,Yes
259,2716.00,Electricity product (2716.00),Turkey,1596.62,395077.76,20.79,Road,Inward processing,Electricity,Yes
260,2804.10,Hydrogen product (2804.10),Brazil,1447.28,894453.41,39.71,Air,Transit,Hydrogen,Yes
261,2523.90,Cement product (2523.90),South Africa,1390.96,699334.19,19.21,Sea,Inward processing,Cement,Yes
262,2804.10,Hydrogen product (2804.10),Egypt,697.94,187074.8,25.68,Sea,Temporary admission,Hydrogen,Yes
263,7214.91,Steel product (7214.91),Saudi Arabia,1170.95,480737.53,24.79,Sea,Inward processing,Steel,Yes
264,3102.60,Fertiliser product (3102.60),Saudi Arabia,1895.09,473163.06,48.36,Sea,Inward processing,Fertiliser,Yes
265,7214.91,Steel product (7214.91),Saudi Arabia,1016.72,556598.54,5.73,Road,Free circulation,Steel,Yes
266,2523.90,Cement product (2523.90),Egypt,1745.53,1319405.78,43.25,Road,Temporary admission,Cement,Yes
267,2716.00,Electricity product (2716.00),Egypt,1396.34,1046730.81,41.55,Rail,Temporary admission,Electricity,Yes
268,2804.10,Hydrogen product (2804.10),Brazil,313.55,164484.39,8.23,Air,Inward processing,Hydrogen,Yes
269,7208.39,Steel product (7208.39),Turkey,854.02,536912.77,32.2,Air,Free circulation,Steel,Yes
270,2716.00,Electricity product (2716.00),Brazil,1851.88,820467.27,16.6,Air,Free circulation,Electricity,Yes
271,2804.10,Hydrogen product (2804.10),USA,1969.83,1369590.8,18.44,Road,Free circulation,Hydrogen,Yes
272,2716.00,Electricity product (2716.00),Egypt,1842.48,1318170.32,42.67,Rail,Temporary admission,Electricity,Yes
273,7214.91,Steel product (7214.91),China,1186.64,485753.17,8.21,Road,Temporary admission,Steel,Yes
274,7208.39,Steel product (7208.39),Russia,677.04,454872.53,3.49,Rail,Free circulation,Steel,Yes
275,2804.10,Hydrogen product (2804.10),Egypt,673.66,275398.71,16.04,Rail,Transit,Hydrogen,Yes
276,2716.00,Electricity product (2716.00),Saudi Arabia,1840.51,690421.12,31.55,Air,Inward processing,Electricity,Yes
277,7214.91,Steel product (7214.91),Ukraine,1477.63,655981.52,19.0,Air,Transit,Steel,Yes
278,3102.60,Fertiliser product (3102.60),China,910.35,219901.47,10.17,Road,Temporary admission,Fertiliser,Yes
279,7208.39,Steel product (7208.39),Turkey,1001.75,423040.57,37.08,Sea,Free circulation,Steel,Yes
280,2523.90,Cement product (2523.90),Russia,731.16,385600.94,19.84,Rail,Free circulation,Cement,Yes
281,2716.00,Electricity product (2716.00),China,36.06,20961.65,0.4,Sea,Inward processing,Electricity,Yes
282,7214.91,Steel product (7214.91),Egypt,1922.53,474155.06,37.51,Rail,Temporary admission,Steel,Yes
283,2716.00,Electricity product (2716.00),Egypt,179.85,143514.59,4.06,Road,Temporary admission,Electricity,Yes
284,3102.30,Fertiliser product (3102.30),Saudi Arabia,1194.82,231316.81,37.34,Air,Inward processing,Fertiliser,Yes
285,3102.60,Fertiliser product (3102.60),Ukraine,427.71,313825.92,5.21,Road,Transit,Fertiliser,Yes
286,7601.10,Aluminium product (7601.10),Russia,389.47,67673.25,8.38,Road,Transit,Aluminium,Yes
287,2716.00,Electricity product (2716.00),Saudi Arabia,1134.03,218539.62,36.45,Road,Free circulation,Electricity,Yes
288,7214.91,Steel product (7214.91),Russia,912.04,447678.19,18.63,Air,Inward processing,Steel,Yes
289,3102.30,Fertiliser product (3102.30),India,807.52,414876.49,8.43,Sea,Temporary admission,Fertiliser,Yes
290,2716.00,Electricity product (2716.00),China,372.04,264208.17,14.18,Rail,Transit,Electricity,Yes
291,2716.00,Electricity product (2716.00),USA,752.89,245430.12,20.73,Rail,Free circulation,Electricity,Yes
292,2716.00,Electricity product (2716.00),Turkey,823.38,137093.7,8.62,Rail,Transit,Electricity,Yes
293,7601.10,Aluminium product (7601.10),South Africa,1434.78,829734.08,8.53,Sea,Temporary admission,Aluminium,Yes
294,7214.91,Steel product (7214.91),USA,451.72,135605.72,12.88,Rail,Transit,Steel,Yes
295,3102.30,Fertiliser product (3102.30),Russia,49.22,10713.75,1.62,Road,Transit,Fertiliser,Yes
296,7214.91,Steel product (7214.91),Ukraine,365.3,209786.3,4.87,Sea,Temporary admission,Steel,Yes
297,7207.20,Steel product (7207.20),Russia,207.89,64042.99,6.29,Sea,Temporary admission,Steel,Yes
298,2523.29,Cement product (2523.29),Brazil,1712.84,1181247.97,32.38,Rail,Transit,Cement,Yes
299,2804.10,Hydrogen product (2804.10),USA,1339.49,379396.87,20.44,Road,Transit,Hydrogen,Yes
300,7208.39,Steel product (7208.39),Russia,1793.71,284215.59,14.34,Road,Transit,Steel,Yes
301,2523.21,Cement product (2523.21),USA,423.69,70860.43,4.81,Sea,Temporary admission,Cement,Yes
302,2716.00,Electricity product (2716.00),Egypt,1170.25,496099.35,42.41,Air,Transit,Electricity,Yes
303,2804.10,Hydrogen product (2804.10),China,1636.71,609152.82,23.04,Air,Inward processing,Hydrogen,Yes
304,3102.10,Fertiliser product (3102.10),Turkey,765.59,408589.04,11.01,Rail,Free circulation,Fertiliser,Yes
305,2716.00,Electricity product (2716.00),USA,1252.06,521004.17,30.45,Road,Free circulation,Electricity,Yes
306,7601.10,Aluminium product (7601.10),Egypt,877.89,299714.05,33.53,Air,Free circulation,Aluminium,Yes
307,2716.00,Electricity product (2716.00),USA,1529.58,368741.3,54.14,Sea,Free circulation,Electricity,Yes
308,7214.91,Steel product (7214.91),China,979.99,716822.45,32.33,Air,Free circulation,Steel,Yes
309,2523.29,Cement product (2523.29),China,856.17,140929.91,12.33,Rail,Free circulation,Cement,Yes
310,2716.00,Electricity product (2716.00),Saudi Arabia,1087.85,611111.53,15.26,Rail,Transit,Electricity,Yes
311,7214.91,Steel product (7214.91),Ukraine,287.32,199027.9,11.34,Rail,Inward processing,Steel,Yes
312,7601.20,Aluminium product (7601.20),Ukraine,1056.12,276272.05,15.35,Rail,Inward processing,Aluminium,Yes
313,7208.39,Steel product (7208.39),USA,46.6,34684.11,0.43,Air,Free circulation,Steel,Yes
314,3102.30,Fertiliser product (3102.30),Turkey,1157.27,379741.83,28.23,Rail,Inward processing,Fertiliser,Yes
315,2523.90,Cement product (2523.90),South Africa,1306.33,900495.3,15.97,Air,Transit,Cement,Yes
316,2804.10,Hydrogen product (2804.10),South Africa,31.88,7618.54,1.16,Road,Transit,Hydrogen,Yes
317,7601.10,Aluminium product (7601.10),Ukraine,1749.04,941540.62,45.51,Road,Temporary admission,Aluminium,Yes
318,7208.39,Steel product (7208.39),Russia,1333.42,352011.32,49.34,Rail,Free circulation,Steel,Yes
319,7606.12,Aluminium product (7606.12),Brazil,843.35,336530.42,19.53,Rail,Free circulation,Aluminium,Yes
320,3102.60,Fertiliser product (3102.60),USA,103.46,26701.39,3.19,Road,Inward processing,Fertiliser,Yes
321,3102.10,Fertiliser product (3102.10),China,174.77,94733.88,2.37,Road,Temporary admission,Fertiliser,Yes
322,7214.91,Steel product (7214.91),USA,784.7,264954.68,13.69,Road,Temporary admission,Steel,Yes
323,2716.00,Electricity product (2716.00),China,1440.9,494414.74,35.77,Sea,Inward processing,Electricity,Yes
324,7606.12,Aluminium product (7606.12),China,957.34,556584.32,36.18,Sea,Transit,Aluminium,Yes
325,3102.60,Fertiliser product (3102.60),India,1467.82,425243.96,8.94,Sea,Inward processing,Fertiliser,Yes
326,7601.10,Aluminium product (7601.10),Russia,531.91,285529.64,3.62,Air,Inward processing,Aluminium,Yes
327,2804.10,Hydrogen product (2804.10),Turkey,997.77,536748.23,16.66,Road,Temporary admission,Hydrogen,Yes
328,7214.91,Steel product (7214.91),Egypt,1544.12,338608.32,11.78,Air,Inward processing,Steel,Yes
329,2716.00,Electricity product (2716.00),Brazil,1459.1,688796.4,42.45,Sea,Free circulation,Electricity,Yes
330,7601.20,Aluminium product (7601.20),Turkey,875.31,271487.31,29.47,Air,Transit,Aluminium,Yes
331,7208.39,Steel product (7208.39),Russia,1600.84,962989.63,23.25,Sea,Free circulation,Steel,Yes
332,3102.60,Fertiliser product (3102.60),Russia,1184.56,455620.91,9.72,Rail,Inward processing,Fertiliser,Yes
333,2523.29,Cement product (2523.29),India,1835.45,438547.94,70.22,Road,Temporary admission,Cement,Yes
334,2523.21,Cement product (2523.21),Turkey,897.55,242640.44,21.51,Air,Temporary admission,Cement,Yes
335,2716.00,Electricity product (2716.00),Egypt,1747.16,1093628.12,58.06,Sea,Inward processing,Electricity,Yes
336,2804.10,Hydrogen product (2804.10),South Africa,1320.98,792561.27,45.87,Rail,Free circulation,Hydrogen,Yes
337,2523.29,Cement product (2523.29),Egypt,506.84,237265.1,6.46,Sea,Inward processing,Cement,Yes
338,2523.90,Cement product (2523.90),China,1975.46,1508537.45,12.6,Air,Temporary admission,Cement,Yes
339,2716.00,Electricity product (2716.00),Saudi Arabia,1414.09,1062563.36,16.01,Air,Free circulation,Electricity,Yes
340,2716.00,Electricity product (2716.00),Saudi Arabia,1140.21,849533.29,7.06,Rail,Transit,Electricity,Yes
341,2523.29,Cement product (2523.29),Egypt,1397.87,479856.42,52.22,Sea,Transit,Cement,Yes
342,7601.20,Aluminium product (7601.20),USA,1942.41,1483560.74,41.95,Sea,Inward processing,Aluminium,Yes
343,2716.00,Electricity product (2716.00),Russia,1725.46,1206022.53,27.9,Air,Transit,Electricity,Yes
344,3102.10,Fertiliser product (3102.10),Egypt,1659.54,288851.17,42.93,Rail,Transit,Fertiliser,Yes
345,2716.00,Electricity product (2716.00),Brazil,467.72,106812.5,3.6,Rail,Temporary admission,Electricity,Yes
346,7601.20,Aluminium product (7601.20),South Africa,1395.61,517657.88,42.38,Rail,Inward processing,Aluminium,Yes
347,2804.10,Hydrogen product (2804.10),Russia,140.06,49712.72,3.34,Road,Temporary admission,Hydrogen,Yes
348,2716.00,Electricity product (2716.00),South Africa,1583.54,565623.27,42.61,Rail,Transit,Electricity,Yes
349,2716.00,Electricity product (2716.00),Egypt,1773.1,975756.56,23.32,Rail,Free circulation,Electricity,Yes
350,3102.60,Fertiliser product (3102.60),USA,58.56,41903.44,0.34,Road,Temporary admission,Fertiliser,Yes
351,2716.00,Electricity product (2716.00),Egypt,1750.66,864491.9,66.29,Rail,Inward processing,Electricity,Yes
352,3102.60,Fertiliser product (3102.60),Ukraine,1599.58,1277516.04,27.63,Road,Temporary admission,Fertiliser,Yes
353,7207.20,Steel product (7207.20),USA,1536.7,631975.7,33.49,Air,Transit,Steel,Yes
354,7207.20,Steel product (7207.20),China,1258.74,903637.01,49.65,Road,Free circulation,Steel,Yes
355,2716.00,Electricity product (2716.00),South Africa,1538.86,648703.98,30.39,Air,Transit,Electricity,Yes
356,7214.91,Steel product (7214.91),China,1477.79,451029.11,13.1,Sea,Transit,Steel,Yes
357,7207.20,Steel product (7207.20),Russia,715.7,240980.02,11.0,Road,Temporary admission,Steel,Yes
358,2523.29,Cement product (2523.29),China,474.88,84224.99,2.67,Sea,Temporary admission,Cement,Yes
359,3102.10,Fertiliser product (3102.10),USA,1975.57,845647.75,36.45,Rail,Temporary admission,Fertiliser,Yes
360,7214.91,Steel product (7214.91),Turkey,1362.5,397666.1,52.11,Road,Transit,Steel,Yes
361,2523.21,Cement product (2523.21),Egypt,1574.83,327749.13,30.89,Road,Inward processing,Cement,Yes
362,7601.10,Aluminium product (7601.10),South Africa,1759.45,1344353.19,37.58,Air,Free circulation,Aluminium,Yes
363,3102.30,Fertiliser product (3102.30),Ukraine,1230.69,318222.05,48.85,Road,Transit,Fertiliser,Yes
364,2523.29,Cement product (2523.29),India,471.03,359290.22,13.07,Rail,Inward processing,Cement,Yes
365,2523.21,Cement product (2523.21),Ukraine,1219.4,589272.04,15.94,Sea,Transit,Cement,Yes
366,3102.60,Fertiliser product (3102.60),Russia,361.29,105972.15,4.16,Rail,Temporary admission,Fertiliser,Yes
367,7606.12,Aluminium product (7606.12),South Africa,1561.37,589544.3,10.97,Air,Inward processing,Aluminium,Yes
368,3102.60,Fertiliser product (3102.60),South Africa,1938.51,1404374.55,72.64,Sea,Temporary admission,Fertiliser,Yes
369,2804.10,Hydrogen product (2804.10),Turkey,1989.87,523399.31,37.55,Road,Transit,Hydrogen,Yes
370,3102.60,Fertiliser product (3102.60),India,1518.89,914999.69,15.78,Road,Free circulation,Fertiliser,Yes
371,2716.00,Electricity product (2716.00),Ukraine,1633.51,483333.35,20.96,Air,Inward processing,Electricity,Yes
372,7207.20,Steel product (7207.20),Saudi Arabia,1078.58,577483.55,27.29,Air,Transit,Steel,Yes
373,7207.20,Steel product (7207.20),Saudi Arabia,192.06,138350.34,2.75,Sea,Free circulation,Steel,Yes
374,2716.00,Electricity product (2716.00),Turkey,267.73,194823.44,10.29,Road,Inward processing,Electricity,Yes
375,3102.60,Fertiliser product (3102.60),Turkey,1725.63,1166845.9,48.2,Air,Free circulation,Fertiliser,Yes
376,2523.21,Cement product (2523.21),Ukraine,1106.21,228478.16,21.35,Rail,Transit,Cement,Yes
377,2716.00,Electricity product (2716.00),South Africa,751.65,239656.06,22.79,Rail,Transit,Electricity,Yes
378,2523.29,Cement product (2523.29),Saudi Arabia,996.79,202029.44,12.67,Air,Transit,Cement,Yes
379,3102.30,Fertiliser product (3102.30),Turkey,1369.68,273230.7,47.65,Rail,Transit,Fertiliser,Yes
380,2716.00,Electricity product (2716.00),South Africa,995.34,460226.58,25.61,Air,Temporary admission,Electricity,Yes
381,2523.29,Cement product (2523.29),Saudi Arabia,1651.12,620946.58,47.44,Rail,Free circulation,Cement,Yes
382,3102.60,Fertiliser product (3102.60),USA,1135.81,367512.2,40.61,Rail,Temporary admission,Fertiliser,Yes
383,2716.00,Electricity product (2716.00),Egypt,1596.88,922986.57,55.52,Air,Temporary admission,Electricity,Yes
384,2804.10,Hydrogen product (2804.10),China,1735.92,1059667.95,59.53,Road,Transit,Hydrogen,Yes
385,7606.12,Aluminium product (7606.12),Saudi Arabia,1397.97,827726.16,37.26,Road,Free circulation,Aluminium,Yes
386,2523.90,Cement product (2523.90),Turkey,1507.91,381641.95,54.03,Road,Transit,Cement,Yes
387,2716.00,Electricity product (2716.00),Turkey,1744.97,294918.66,59.16,Sea,Free circulation,Electricity,Yes
388,2523.21,Cement product (2523.21),Turkey,266.45,98007.57,8.27,Air,Inward processing,Cement,Yes
389,2523.21,Cement product (2523.21),Saudi Arabia,329.91,224892.58,11.26,Rail,Temporary admission,Cement,Yes
390,7214.91,Steel product (7214.91),Saudi Arabia,1019.86,157212.25,15.35,Air,Temporary admission,Steel,Yes
391,3102.60,Fertiliser product (3102.60),Saudi Arabia,1237.68,975008.43,33.56,Sea,Inward processing,Fertiliser,Yes
392,7606.12,Aluminium product (7606.12),South Africa,527.01,296234.27,12.6,Air,Free circulation,Aluminium,Yes
393,2804.10,Hydrogen product (2804.10),Brazil,1561.89,342893.29,49.41,Rail,Free circulation,Hydrogen,Yes
394,2523.90,Cement product (2523.90),Egypt,1087.12,843545.11,18.44,Rail,Free circulation,Cement,Yes
395,2716.00,Electricity product (2716.00),Saudi Arabia,1268.92,959072.92,10.9,Road,Temporary admission,Electricity,Yes
396,2716.00,Electricity product (2716.00),USA,1875.08,1119658.49,13.83,Road,Inward processing,Electricity,Yes
397,7601.10,Aluminium product (7601.10),Saudi Arabia,608.92,371631.1,4.48,Road,Free circulation,Aluminium,Yes
398,2716.00,Electricity product (2716.00),India,1168.52,437989.33,31.24,Rail,Free circulation,Electricity,Yes
399,2804.10,Hydrogen product (2804.10),Ukraine,101.03,72387.89,3.95,Road,Temporary admission,Hydrogen,Yes
400,3102.30,Fertiliser product (3102.30),Turkey,1938.07,1235081.02,18.51,Sea,Transit,Fertiliser,Yes
401,7606.12,Aluminium product (7606.12),USA,1518.94,252115.93,8.77,Sea,Inward processing,Aluminium,Yes
402,3102.10,Fertiliser product (3102.10),Egypt,653.98,305812.87,20.9,Rail,Temporary admission,Fertiliser,Yes
403,7601.10,Aluminium product (7601.10),South Africa,1369.76,602470.8,19.97,Road,Inward processing,Aluminium,Yes
404,2716.00,Electricity product (2716.00),Ukraine,1994.28,851593.15,41.48,Air,Free circulation,Electricity,Yes
405,3102.30,Fertiliser product (3102.30),Russia,335.61,223726.42,9.83,Road,Free circulation,Fertiliser,Yes
406,7214.91,Steel product (7214.91),Russia,449.33,91460.08,12.95,Rail,Inward processing,Steel,Yes
407,3102.60,Fertiliser product (3102.60),Saudi Arabia,1312.48,429992.98,50.24,Air,Transit,Fertiliser,Yes
408,7601.10,Aluminium product (7601.10),India,310.61,133878.38,11.81,Air,Temporary admission,Aluminium,Yes
409,2804.10,Hydrogen product (2804.10),Brazil,845.26,477607.29,15.99,Road,Temporary admission,Hydrogen,Yes
410,2523.21,Cement product (2523.21),Brazil,555.69,438764.75,10.74,Rail,Temporary admission,Cement,Yes
411,2716.00,Electricity product (2716.00),India,1789.26,535830.58,22.29,Rail,Free circulation,Electricity,Yes
412,7214.91,Steel product (7214.91),USA,71.96,41275.06,1.29,Sea,Temporary admission,Steel,Yes
413,2523.90,Cement product (2523.90),China,1730.07,791656.57,67.28,Rail,Temporary admission,Cement,Yes
414,2804.10,Hydrogen product (2804.10),China,379.2,270978.24,12.2,Sea,Inward processing,Hydrogen,Yes
415,2804.10,Hydrogen product (2804.10),Russia,1544.13,1079515.33,48.85,Rail,Inward processing,Hydrogen,Yes
416,2804.10,Hydrogen product (2804.10),Ukraine,1256.18,295590.67,7.71,Road,Transit,Hydrogen,Yes
417,7207.20,Steel product (7207.20),Turkey,1842.49,1014885.32,60.58,Air,Temporary admission,Steel,Yes
418,7208.39,Steel product (7208.39),Turkey,968.23,219062.35,9.08,Air,Temporary admission,Steel,Yes
419,7214.91,Steel product (7214.91),South Africa,1374.27,590522.21,16.52,Sea,Temporary admission,Steel,Yes
420,7606.12,Aluminium product (7606.12),Egypt,988.27,189486.75,25.07,Air,Inward processing,Aluminium,Yes
421,2804.10,Hydrogen product (2804.10),China,545.3,364485.84,8.65,Road,Inward processing,Hydrogen,Yes
422,2716.00,Electricity product (2716.00),South Africa,915.89,144301.54,6.9,Air,Temporary admission,Electricity,Yes
423,7606.12,Aluminium product (7606.12),Russia,791.06,365438.27,20.57,Rail,Transit,Aluminium,Yes
424,7601.10,Aluminium product (7601.10),USA,590.41,355272.27,20.73,Road,Inward processing,Aluminium,Yes
425,3102.60,Fertiliser product (3102.60),China,1561.9,274507.42,34.08,Sea,Inward processing,Fertiliser,Yes
426,7214.91,Steel product (7214.91),South Africa,218.81,67246.72,8.65,Air,Temporary admission,Steel,Yes
427,7214.91,Steel product (7214.91),Ukraine,293.57,139233.59,7.82,Road,Inward processing,Steel,Yes
428,2523.29,Cement product (2523.29),Egypt,1407.91,723344.24,7.52,Sea,Transit,Cement,Yes
429,3102.30,Fertiliser product (3102.30),Egypt,659.66,320932.88,5.33,Road,Temporary admission,Fertiliser,Yes
430,2523.21,Cement product (2523.21),Russia,707.75,121437.18,5.49,Sea,Free circulation,Cement,Yes
431,2804.10,Hydrogen product (2804.10),Brazil,799.88,188983.84,19.89,Air,Inward processing,Hydrogen,Yes
432,2716.00,Electricity product (2716.00),Egypt,1382.04,926493.85,16.59,Air,Transit,Electricity,Yes
433,3102.30,Fertiliser product (3102.30),Egypt,343.29,74826.61,9.36,Air,Temporary admission,Fertiliser,Yes
434,7601.20,Aluminium product (7601.20),Saudi Arabia,1415.89,241453.13,53.47,Sea,Inward processing,Aluminium,Yes
435,2804.10,Hydrogen product (2804.10),Saudi Arabia,113.42,56918.99,3.38,Road,Temporary admission,Hydrogen,Yes
436,7601.10,Aluminium product (7601.10),Saudi Arabia,1743.23,1070616.05,57.63,Sea,Inward processing,Aluminium,Yes
